Strain,Temperature,TraitValue,Trait,TemperatureUnits,TraitUnits,Phylum,Class,Order,Family,Genus,Species
04_04_06,15,0.004203687,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,helmanticensis
04_04_06,19,0.084874049,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,helmanticensis
04_04_06,19,0.073808026,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,helmanticensis
04_04_06,19,0.022923468,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,helmanticensis
04_04_06,19,0.035898958,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,helmanticensis
04_04_06,21,0.142148535,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,helmanticensis
04_04_06,21,0.147308087,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,helmanticensis
04_04_06,23,0.147671804,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,helmanticensis
04_04_06,23,0.111309754,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,helmanticensis
04_04_06,23,0.191120166,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,helmanticensis
04_04_06,23,0.212688706,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,helmanticensis
04_04_06,25,0.177915224,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,helmanticensis
04_04_06,25,0.153618922,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,helmanticensis
04_04_06,25,0.203936999,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,helmanticensis
04_04_06,25,0.307317063,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,helmanticensis
04_04_06,30,0.053476449,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,helmanticensis
04_04_06,30,0.066245997,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,helmanticensis
04_04_06,30,0.082373912,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,helmanticensis
04_04_06,30,0.043286015,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,helmanticensis
04_04_06,10,0.263243508,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,helmanticensis
04_04_06,10,0.367326687,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,helmanticensis
04_04_06,10,0.61098106,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,helmanticensis
04_04_06,15,0.447200327,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,helmanticensis
04_04_06,15,0.419135911,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,helmanticensis
04_04_06,15,0.443653694,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,helmanticensis
04_04_06,15,0.391827418,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,helmanticensis
04_04_06,19,1.127659207,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,helmanticensis
04_04_06,19,1.627140189,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,helmanticensis
04_04_06,19,1.030727942,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,helmanticensis
04_04_06,19,1.360892882,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,helmanticensis
04_04_06,21,1.806799968,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,helmanticensis
04_04_06,21,2.005605946,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,helmanticensis
04_04_06,23,2.209941662,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,helmanticensis
04_04_06,23,2.028414374,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,helmanticensis
04_04_06,23,2.327357779,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,helmanticensis
04_04_06,23,1.859706603,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,helmanticensis
04_04_06,25,3.603066863,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,helmanticensis
04_04_06,25,4.620694215,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,helmanticensis
04_04_06,25,5.480039168,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,helmanticensis
04_04_06,25,5.638791405,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,helmanticensis
04_04_06,30,0.898548875,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,helmanticensis
04_04_06,30,1.048955645,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,helmanticensis
04_04_06,30,0.850971263,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,helmanticensis
04_04_06,30,0.89865299,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,helmanticensis
04_RT_01,5,0.023641672,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
04_RT_01,15,0.099604731,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
04_RT_01,15,0.10295874,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
04_RT_01,15,0.238703201,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
04_RT_01,19,0.200872113,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
04_RT_01,19,0.389034454,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
04_RT_01,19,0.437736811,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
04_RT_01,19,0.314928866,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
04_RT_01,21,0.404580454,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
04_RT_01,21,0.503722426,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
04_RT_01,21,0.619865812,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
04_RT_01,21,0.589535515,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
04_RT_01,23,0.574569324,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
04_RT_01,23,0.70910136,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
04_RT_01,23,0.655635093,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
04_RT_01,25,0.585335343,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
04_RT_01,25,0.582215195,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
04_RT_01,25,0.831924012,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
04_RT_01,25,0.844312033,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
04_RT_01,30,0.493506455,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
04_RT_01,30,0.584982328,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
04_RT_01,30,0.835039017,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
04_RT_01,30,0.668030086,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
04_RT_01,35,0.201974918,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
04_RT_01,35,0.244129037,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
04_RT_01,35,0.222588559,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
04_RT_01,35,0.313592519,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
04_RT_01,5,0.429284028,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
04_RT_01,15,0.770283194,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
04_RT_01,15,0.976702661,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
04_RT_01,15,1.033736543,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
04_RT_01,19,0.942749213,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
04_RT_01,19,0.841179234,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
04_RT_01,19,1.10924014,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
04_RT_01,19,1.033669415,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
04_RT_01,21,1.208257224,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
04_RT_01,21,1.128878107,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
04_RT_01,21,1.023774127,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
04_RT_01,21,1.261447492,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
04_RT_01,23,1.558424144,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
04_RT_01,23,1.473902682,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
04_RT_01,23,1.730873982,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
04_RT_01,25,1.562977604,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
04_RT_01,25,1.561755676,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
04_RT_01,25,1.827104074,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
04_RT_01,25,1.652005996,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
04_RT_01,30,1.791828206,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
04_RT_01,30,1.916858076,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
04_RT_01,30,1.962691759,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
04_RT_01,30,2.205574189,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
04_RT_01,35,2.266831793,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
04_RT_01,35,2.540441013,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
04_RT_01,35,2.394661198,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
04_RT_01,35,2.600736429,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
04_RT_02,5,0.003278753,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,helmanticensis
04_RT_02,5,0.005721821,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,helmanticensis
04_RT_02,5,0.021374338,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,helmanticensis
04_RT_02,5,0.00645841,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,helmanticensis
04_RT_02,10,0.095228986,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,helmanticensis
04_RT_02,10,0.034455134,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,helmanticensis
04_RT_02,15,0.115379334,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,helmanticensis
04_RT_02,15,0.14809613,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,helmanticensis
04_RT_02,15,0.104680727,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,helmanticensis
04_RT_02,19,0.181178266,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,helmanticensis
04_RT_02,19,0.161511484,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,helmanticensis
04_RT_02,19,0.189556597,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,helmanticensis
04_RT_02,19,0.207482932,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,helmanticensis
04_RT_02,21,0.204968283,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,helmanticensis
04_RT_02,21,0.18162996,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,helmanticensis
04_RT_02,21,0.225683865,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,helmanticensis
04_RT_02,21,0.207854304,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,helmanticensis
04_RT_02,23,0.205155877,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,helmanticensis
04_RT_02,23,0.277864395,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,helmanticensis
04_RT_02,23,0.290175427,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,helmanticensis
04_RT_02,23,0.267993777,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,helmanticensis
04_RT_02,25,0.264159809,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,helmanticensis
04_RT_02,25,0.316966038,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,helmanticensis
04_RT_02,25,0.361788611,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,helmanticensis
04_RT_02,25,0.387600023,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,helmanticensis
04_RT_02,30,0.118425114,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,helmanticensis
04_RT_02,30,0.040446163,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,helmanticensis
04_RT_02,30,0.039034008,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,helmanticensis
04_RT_02,30,0.02391647,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,helmanticensis
04_RT_02,5,0.715845518,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,helmanticensis
04_RT_02,5,0.594969168,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,helmanticensis
04_RT_02,5,0.543401081,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,helmanticensis
04_RT_02,5,0.528601243,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,helmanticensis
04_RT_02,10,1.752561829,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,helmanticensis
04_RT_02,10,1.346318062,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,helmanticensis
04_RT_02,15,2.333391657,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,helmanticensis
04_RT_02,15,2.009485114,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,helmanticensis
04_RT_02,15,1.666607071,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,helmanticensis
04_RT_02,19,2.305913784,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,helmanticensis
04_RT_02,19,2.651313087,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,helmanticensis
04_RT_02,19,2.739827877,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,helmanticensis
04_RT_02,19,3.053583629,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,helmanticensis
04_RT_02,21,2.967023443,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,helmanticensis
